Puzzle Number	 Algorithm	 Heuristic	 Solution Length	 Search Length	 Runtime
49           	 ASTAR    	 h2       	 4              	 7            	 0.0014142990112304688
49           	 ASTAR    	 h3       	 4              	 4            	 0.0007052421569824219
49           	 ASTAR    	 h4       	 4              	 7            	 0.001425027847290039
50           	 UCS      	 NA       	 None           	 1            	 3.1948089599609375e-05
50           	 GBFS     	 h1       	 None           	 1            	 0.00015783309936523438
50           	 GBFS     	 h2       	 None           	 1            	 7.700920104980469e-05
50           	 GBFS     	 h3       	 None           	 1            	 6.580352783203125e-05
50           	 GBFS     	 h4       	 None           	 0            	 0.0001952648162841797
50           	 ASTAR    	 h1       	 None           	 1            	 0.00010013580322265625
50           	 ASTAR    	 h2       	 None           	 1            	 6.4849853515625e-05
50           	 ASTAR    	 h3       	 None           	 1            	 6.389617919921875e-05
50           	 ASTAR    	 h4       	 None           	 0            	 6.103515625e-05
