Puzzle Number	 Algorithm	 Heuristic	 Solution Length	 Search Length	 Runtime
47           	 ASTAR    	 h2       	 11             	 985          	 0.14821600914001465
47           	 ASTAR    	 h3       	 12             	 841          	 0.10129308700561523
47           	 ASTAR    	 h4       	 11             	 787          	 0.10999798774719238
48           	 UCS      	 NA       	 7              	 50           	 0.0017490386962890625
48           	 GBFS     	 h1       	 7              	 31           	 0.0015759468078613281
48           	 GBFS     	 h2       	 7              	 31           	 0.001561880111694336
48           	 GBFS     	 h3       	 7              	 31           	 0.0015957355499267578
48           	 GBFS     	 h4       	 7              	 22           	 0.0012040138244628906
48           	 ASTAR    	 h1       	 7              	 42           	 0.0022346973419189453
48           	 ASTAR    	 h2       	 7              	 42           	 0.002134084701538086
48           	 ASTAR    	 h3       	 7              	 31           	 0.0015647411346435547
48           	 ASTAR    	 h4       	 7              	 40           	 0.0021479129791259766
49           	 UCS      	 NA       	 4              	 35           	 0.0012018680572509766
49           	 GBFS     	 h1       	 4              	 4            	 0.0002238750457763672
49           	 GBFS     	 h2       	 4              	 4            	 0.00022220611572265625
49           	 GBFS     	 h3       	 4              	 4            	 0.00022411346435546875
49           	 GBFS     	 h4       	 4              	 4            	 0.00023889541625976562
49           	 ASTAR    	 h1       	 4              	 14           	 0.0007770061492919922
49           	 ASTAR    	 h2       	 4              	 7            	 0.0004131793975830078
49           	 ASTAR    	 h3       	 4              	 4            	 0.00021576881408691406
49           	 ASTAR    	 h4       	 4              	 7            	 0.00043892860412597656
50           	 UCS      	 NA       	 None           	 1            	 1.0013580322265625e-05
50           	 GBFS     	 h1       	 None           	 1            	 1.5735626220703125e-05
50           	 GBFS     	 h2       	 None           	 1            	 1.5020370483398438e-05
50           	 GBFS     	 h3       	 None           	 1            	 1.621246337890625e-05
50           	 GBFS     	 h4       	 None           	 0            	 1.3828277587890625e-05
50           	 ASTAR    	 h1       	 None           	 1            	 1.621246337890625e-05
50           	 ASTAR    	 h2       	 None           	 1            	 1.5020370483398438e-05
50           	 ASTAR    	 h3       	 None           	 1            	 1.5974044799804688e-05
50           	 ASTAR    	 h4       	 None           	 0            	 1.3113021850585938e-05
